draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,rho.1,rho.2,mu.1,mu.2,log_prob_data
0,-210.31692291498467,0.9654575522228352,0.1363380680928834,5.0,47.0,0.0,212.29046567832404,0.7306737486485021,0.2693262513514979,0.08790330552510588,-0.08367864909510973,-1441.575731040124
1,-210.2770084261823,0.9821096064781695,0.13241784665761824,3.0,15.0,0.0,210.9901181314398,0.9012188274433004,0.0987811725566996,0.09686243612887704,0.5104338567603981,-1435.6001815936147
2,-209.9239742316806,0.9944064549926687,0.16447015576170898,3.0,15.0,0.0,210.78997249334572,0.1587805521267334,0.8412194478732666,-0.036184377361845446,0.14915545774673644,-1436.1768573467095
3,-209.68504121632827,0.9385004534950323,0.1369746988805607,4.0,19.0,0.0,211.40263441745728,0.2691315844596848,0.7308684155403151,-0.3637280095286224,0.3561302597232977,-1436.9966623962034
4,-214.06477689407438,0.9803552641888879,0.1363380680928834,3.0,15.0,0.0,214.87454884789136,0.9932382578198096,0.006761742180190433,0.024934149439848077,-0.40620814080610385,-1444.0027873906222
5,-209.98204127748866,0.9305194041256484,0.13241784665761824,4.0,15.0,0.0,210.9703927605934,0.7763478680861079,0.2236521319138921,0.17929432376579277,0.3741116693209009,-1438.2617236338797
6,-210.01396099333516,0.9876352729410739,0.16447015576170898,3.0,15.0,0.0,211.0002923452597,0.17438000651296412,0.8256199934870359,0.19366880613973025,0.07356101027522491,-1437.2997981321466
7,-209.64715040805152,0.9982833694802824,0.1369746988805607,5.0,31.0,0.0,210.086995840537,0.7803138563761233,0.21968614362387673,0.27363686064983483,-0.16759692040474522,-1435.9196851866566
8,-214.929398200524,0.9362535080834138,0.1363380680928834,3.0,15.0,0.0,217.71786011122072,0.9924473078460792,0.007552692153920848,-0.023643557088878383,0.022922410207219357,-1450.8761140307265
9,-209.54412236882374,0.9919180068336557,0.13241784665761824,5.0,31.0,0.0,211.08926293796378,0.7520425311663133,0.24795746883368674,0.26700613071375984,-0.24846317379007388,-1435.7633516553367
10,-210.0689142534633,0.9962275916097639,0.16447015576170898,1.0,1.0,0.0,210.08238561943276,0.16955783165601732,0.8304421683439827,0.1931824404848305,0.06960935577122959,-1437.5265685095612
11,-211.11190640934493,0.9843022550858016,0.1369746988805607,4.0,31.0,0.0,211.75162923218312,0.9112158904857328,0.08878410951426718,0.28620068079831884,-1.0198913987321565,-1439.970786509463
12,-210.91269245200147,0.9436535036186681,0.1363380680928834,4.0,23.0,0.0,216.1767612246443,0.13921211744451492,0.8607878825554851,-0.5100125695276294,0.3754533537913526,-1441.9310127847648
13,-211.36998573214083,0.8000560486356828,0.13241784665761824,2.0,7.0,0.0,212.23074197243747,0.8638766906629571,0.13612330933704286,0.36139997799761603,-0.15687841849165277,-1445.1719224725603
14,-210.09246388886763,0.9868015265442773,0.16447015576170898,4.0,27.0,0.0,210.73405051680234,0.2568221348500116,0.7431778651499884,0.09570860288421945,0.048278053927518876,-1439.8168396311605
15,-210.61802983428987,0.9009806477057036,0.1369746988805607,4.0,19.0,0.0,213.7634925582449,0.9076428689026219,0.09235713109737809,0.13920034118273433,-0.4248027165604317,-1437.6009546157718
16,-210.28270834643266,1.0,0.1363380680928834,1.0,1.0,0.0,210.77279811180782,0.15572802559796345,0.8442719744020366,-0.5160124952698911,0.333192520324105,-1438.240397537147
17,-211.34543485877478,0.999554320242041,0.13241784665761824,2.0,3.0,0.0,211.5520294790905,0.8270176474529366,0.1729823525470634,0.03950469874227289,-0.17008324729724272,-1446.4641218656454
18,-209.35824832344602,0.9223762182424539,0.16447015576170898,3.0,7.0,0.0,212.937794969331,0.48626880623105984,0.5137311937689402,0.07351170883767247,0.30837364483359303,-1436.5273740010216
19,-210.91280026224874,0.9387581884599742,0.1369746988805607,1.0,1.0,0.0,210.9277236316179,0.9063122969961928,0.09368770300380724,0.1086912071523355,-0.42287549276920994,-1439.7337723215721
20,-209.7873147070889,0.9050470305874339,0.1363380680928834,4.0,19.0,0.0,212.7956429046757,0.5380281036091905,0.4619718963908095,-0.2138590353404154,0.6081935663890242,-1439.1842859941264
21,-212.96892209734088,0.9382491917052057,0.13241784665761824,3.0,15.0,0.0,213.4669972977833,0.9043472440321575,0.0956527559678425,-0.0017764748873903558,-0.4325111926962571,-1454.0684345948202
22,-209.38527179474937,0.9663596771407673,0.16447015576170898,2.0,3.0,0.0,209.8162799845266,0.43159044751022996,0.5684095524897701,0.0644913305420084,0.29495675949233907,-1436.5967865864898
23,-210.56473881019008,1.0,0.1369746988805607,2.0,3.0,0.0,210.90468123945496,0.9191980099164371,0.08080199008356292,0.23995492590582257,-0.3935340492520342,-1436.3860293870996
24,-209.8259128755673,0.9928874663791669,0.1363380680928834,4.0,23.0,0.0,211.00568164862563,0.20579156547987287,0.7942084345201271,-0.4255831307876207,0.26211624409158785,-1436.6983177584427
25,-214.1687715434465,0.7260848165118835,0.13241784665761824,1.0,1.0,0.0,214.6601859914555,0.8985672529599179,0.1014327470400821,-0.04494694275761738,-0.42680955610647314,-1462.7201865739935
26,-209.53464302073604,0.998445404217081,0.16447015576170898,3.0,11.0,0.0,209.93231455616066,0.3134431134481362,0.6865568865518639,-0.2985297646691125,0.3089695556049874,-1436.6429369481368
27,-210.10856401013254,0.9424754370811871,0.1369746988805607,4.0,15.0,0.0,211.69889866858315,0.38292135944868133,0.6170786405513187,0.12743677739856188,0.33838864800338053,-1441.2999350625705
28,-210.2034769245699,0.9881549829134474,0.1363380680928834,4.0,15.0,0.0,210.61814576316908,0.10666057097128444,0.8933394290287155,-0.2260115263057316,0.17982023249849316,-1435.7227604415218
29,-210.5635433731103,0.9520611505799383,0.13241784665761824,2.0,3.0,0.0,214.69983618867317,0.927036101083581,0.07296389891641897,0.20289393512926027,-0.4633567587577733,-1435.6940895302484
30,-211.46404153818608,0.7641370441964186,0.16447015576170898,2.0,7.0,0.0,212.41080394255403,0.13839822427477674,0.8616017757252232,-0.0802669160135994,0.35640214373346757,-1445.9366969447597
31,-209.25186399374337,0.9986052092893044,0.1369746988805607,2.0,7.0,0.0,210.72388950021815,0.5608953550595566,0.43910464494044343,-0.04645722005759513,0.35734713551264835,-1435.6691298262485
32,-211.9305422229683,0.8436250233923942,0.1363380680928834,4.0,19.0,0.0,213.0698759821491,0.018109742772896106,0.9818902572271039,-0.6175522775054763,0.17718612979899723,-1435.772552204054
33,-210.54711013926521,0.9433705758409792,0.13241784665761824,2.0,7.0,0.0,211.55389404592617,0.894910534168908,0.10508946583109202,0.14796711869290566,-0.4675264373560087,-1437.8705093745298
34,-209.95095010441517,0.9707453735401962,0.16447015576170898,3.0,7.0,0.0,213.1630213553933,0.40700554000839945,0.5929944599916006,0.11117069063744678,0.01337018684943278,-1440.4595928262638
35,-209.98727682031114,0.9750505499187422,0.1369746988805607,4.0,15.0,0.0,210.30922303129145,0.41160681189362097,0.5883931881063791,0.6977567182301065,-0.18122980713626352,-1440.2964485902976
36,-211.80264983853536,0.8776287300443276,0.1363380680928834,4.0,27.0,0.0,213.24873418294126,0.923040138067854,0.07695986193214599,0.26233005370433804,0.5409013255656413,-1444.5008915421395
37,-210.4298267193354,0.9956839805895601,0.13241784665761824,3.0,15.0,0.0,210.97109365792326,0.87351038713512,0.12648961286488003,0.27732985079229877,-0.727298060759632,-1437.8579795007508
38,-209.58459774071704,0.9976970966638862,0.16447015576170898,3.0,11.0,0.0,210.36906637984274,0.7563667388759489,0.24363326112405115,0.1983613410495706,0.10118183343883644,-1436.033070771925
39,-209.38476462350886,0.8692125399093459,0.1369746988805607,2.0,7.0,0.0,211.5757068852021,0.30855549407177485,0.6914445059282252,0.3038501185470491,0.0721483498504387,-1435.6232191352458
40,-211.29170410834382,1.0,0.1363380680928834,2.0,3.0,0.0,211.85972717105,0.9314244762354436,0.06857552376455645,0.2253064359275838,0.5374461477132942,-1440.2558743193656
41,-209.66594257221664,0.9297334072094793,0.13241784665761824,4.0,31.0,0.0,211.07482917743758,0.7560093578866135,0.2439906421133865,0.32316371504513697,-0.3525679519445262,-1436.4471477602224
42,-209.89186493053847,0.997955311205203,0.16447015576170898,4.0,31.0,0.0,210.4286937589302,0.8435472515171212,0.15645274848287882,0.16924161705906984,-0.0772374569827968,-1435.862579058125
43,-209.49400046913982,0.8636365441809334,0.1369746988805607,3.0,7.0,0.0,210.54767812603473,0.3038785421963064,0.6961214578036936,0.29693211594280167,0.02986078564779826,-1436.3261676677296
44,-210.36772122763873,0.9711375100749405,0.1363380680928834,2.0,7.0,0.0,214.42290404068132,0.9054646476183668,0.09453535238163324,0.12094128259246602,0.7265341351072926,-1435.720449591895
45,-210.28158356715932,0.9130632809663781,0.13241784665761824,2.0,7.0,0.0,211.01080011147164,0.7005299391803896,0.29947006081961036,0.38660824825335827,-0.5439530931338397,-1441.4016138419195
46,-209.90222267480115,0.9964788051316897,0.16447015576170898,3.0,7.0,0.0,210.03908664305857,0.8405741234121191,0.15942587658788088,0.2199845656172275,-0.04369727471585442,-1436.0262253558353
47,-210.92032134673954,0.9282096544823538,0.1369746988805607,3.0,15.0,0.0,212.48379116716586,0.21322424023208858,0.7867757597679115,1.065829714359627,-0.13780723483459573,-1443.656787140362
48,-209.99484802681323,0.9993357293423167,0.1363380680928834,4.0,23.0,0.0,210.65497313432385,0.13734069151111342,0.8626593084888866,0.1945252675718993,0.15382453962210754,-1435.805492680317
49,-210.42051597379447,0.9758790402814397,0.13241784665761824,4.0,31.0,0.0,211.28547580370793,0.743675041996368,0.256324958003632,0.29044766044143344,-0.5814951128626654,-1441.7192865858221
50,-209.45469736027067,0.9999925271773421,0.16447015576170898,4.0,23.0,0.0,210.32143022095684,0.33938684800031466,0.6606131519996854,-0.2645456925753953,0.3619289399792064,-1436.35976762819
51,-210.2215516319754,0.9791939867322593,0.1369746988805607,2.0,7.0,0.0,211.46554723440713,0.17460643765889694,0.8253935623411031,0.7924483375234249,0.10781171494345645,-1438.2256385783912
52,-210.14193523036386,0.9981275476554572,0.1363380680928834,3.0,15.0,0.0,211.28171812405768,0.11563139967486587,0.8843686003251341,0.6072964022483944,0.10846920814255087,-1435.5291835929659
53,-209.90389608991762,0.7563198840782448,0.13241784665761824,3.0,15.0,0.0,212.981636577881,0.7194469131132726,0.2805530868867274,0.41185623560472334,-0.29777339670859676,-1438.687478866413
54,-209.70149651376417,0.9315531409644503,0.16447015576170898,4.0,15.0,0.0,210.53150552788793,0.701949684570596,0.29805031542940397,0.006725949344491257,0.26847979524867155,-1437.6979412002333
55,-209.6595060965023,0.9621278079842774,0.1369746988805607,4.0,19.0,0.0,211.31493662389647,0.7378330903406781,0.2621669096593219,0.09463474449793349,0.1256296814182309,-1436.9070587968697
56,-210.70785458392976,0.9971888438143616,0.1363380680928834,4.0,27.0,0.0,210.7517344679938,0.254915449071274,0.745084550928726,1.0282877880982233,-0.0924819432629558,-1443.1235574016034
57,-211.19741539822104,0.8105291547852828,0.13241784665761824,3.0,9.0,0.0,211.7902845207114,0.5932218649370975,0.4067781350629025,0.5070950990874653,0.04084257186929352,-1448.8560062495621
58,-210.37773895252477,0.8542562229734775,0.16447015576170898,3.0,7.0,0.0,211.32379085545688,0.24712220905171342,0.7528777909482866,0.24311169249043632,0.2624892254871111,-1441.510467046305
59,-212.29817729893048,0.802466175544561,0.1369746988805607,3.0,15.0,0.0,213.34681725579918,0.8430324997770927,0.15696750022290729,0.31916678639549734,0.40447799018309355,-1452.3039277848416
60,-211.04847205322562,0.9275637197519978,0.1363380680928834,2.0,3.0,0.0,211.14071720243618,0.23058708137321335,0.7694129186267866,1.0388390769210027,-0.16582030618417137,-1444.9703452493923
61,-211.91960632868884,0.8288048631397482,0.13241784665761824,3.0,7.0,0.0,214.28617788500634,0.2264266165631087,0.7735733834368913,0.11675106461063635,-0.07281281311054517,-1451.8386445498923
62,-212.08518985391098,0.9758600988455365,0.16447015576170898,4.0,31.0,0.0,212.80975742947808,0.054992092171458146,0.9450079078285418,-1.3505173752904018,0.3042893400840521,-1442.9506443943883
63,-209.8658296890776,0.9679841515623929,0.1369746988805607,4.0,23.0,0.0,213.87202679164417,0.7120146629060231,0.2879853370939769,-0.1305929216884748,0.6643689183585544,-1438.3605880855814
64,-211.1453653501289,0.9899450812212102,0.1363380680928834,3.0,11.0,0.0,211.6957100557029,0.04099861470198257,0.9590013852980175,0.9639634247612178,0.10472453911720217,-1435.3746374359844
65,-209.37610572900593,0.9882741036826951,0.13241784665761824,2.0,7.0,0.0,212.38860537605544,0.3794480031242384,0.6205519968757616,0.3767859457184046,0.07283107401089926,-1436.2018524680136
66,-211.21762723242878,0.9944217522500157,0.16447015576170898,4.0,31.0,0.0,213.26282434500587,0.045182139079440804,0.9548178609205592,-0.33247043471576737,0.2315884375813239,-1437.1848589563128
67,-210.69666119919847,0.9421403753607226,0.1369746988805607,2.0,3.0,0.0,210.81225744060214,0.7222164870758018,0.27778351292419823,-0.20699756950135503,0.6708533761360473,-1443.9191482134988
68,-209.650344635629,0.9954475374172457,0.1363380680928834,4.0,23.0,0.0,211.79363779106038,0.7502786984811264,0.24972130151887362,0.2641063341541522,-0.3271633336625167,-1436.49206573088
