draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,rho.1,rho.2,gamma.1,gamma.2,nu.1,nu.2,mu.1,mu.2,log_prob_data
0,-415.05314045358364,0.8583597062442122,0.17335359119587782,3.0,7.0,0.0,416.41373479789445,0.9962318578495593,0.0037681421504407453,0.15310112642173826,0.8468988735782618,0.34696847701995326,-0.3189919329988803,0.050802617171086376,0.42777078726161466,-2814.0426443456176
1,-406.496963335412,0.9707740474999071,0.14668717873054135,3.0,15.0,0.0,410.4833821918671,0.7582291450109663,0.24177085498903372,0.8579175790938788,0.14208242090612122,-0.4703608115651937,-0.717774150699358,0.12233457408934695,-0.038666700312796315,-2781.0741644251207
2,-405.48065013816733,0.9766086067290957,0.14062088753976898,3.0,7.0,0.0,407.78742086626414,0.5121648970782369,0.48783510292176313,0.6197968308270709,0.38020316917292907,-0.4351750756583429,-0.6107816460626626,0.09551189312592251,0.07234123513180094,-2780.8982312231497
3,-409.66105210893215,0.8663704826521241,0.15054256174518124,4.0,23.0,0.0,416.05062292142617,0.11733342302257098,0.882666576977429,0.9616379769634431,0.03836202303655689,-0.509247069899198,-1.8121334942064389,0.011448814648559902,0.0016854545884767754,-2788.320892256624
4,-407.4282491826755,0.9386040165083468,0.17335359119587782,3.0,11.0,0.0,416.6377387994017,0.9197833998237617,0.08021660017623833,0.1653646421792942,0.8346353578207057,-0.15590886466451526,-0.4736500181801809,0.03036418208885606,0.08276292905349285,-2782.507320545132
5,-406.60161618632407,0.9481635513677193,0.14668717873054135,4.0,15.0,0.0,408.15298811095977,0.8960282824964811,0.10397171750351886,0.691095265006625,0.308904734993375,-0.4025530339851806,-0.6152334486308708,0.023079108682197206,0.07781124029669084,-2781.170057191755
6,-406.22157725630984,0.947749483337403,0.14062088753976898,3.0,15.0,0.0,406.823356985796,0.4790429038045264,0.5209570961954736,0.6093719218098319,0.3906280781901681,-0.5750322609975664,-0.5680201893640385,0.07213039272319817,-0.027220448915650543,-2786.0067918776012
7,-407.81184925624206,0.9623176411959639,0.15054256174518124,4.0,31.0,0.0,411.11377096352135,0.18608693530969592,0.8139130646903041,0.9343778235078312,0.06562217649216884,-0.4172250296597016,-1.3315230248571566,-0.04129416041636336,0.05399310904441283,-2783.0567783593447
8,-408.9440352291289,0.804534052670343,0.17335359119587782,4.0,31.0,0.0,411.54985097395274,0.5586463729911788,0.4413536270088212,0.9352236750728768,0.06477632492712315,-0.40033157728714797,-0.4428258847379285,-0.32102400957347144,0.2098224839331289,-2795.4108771200167
9,-408.1948084517395,0.9782671935045112,0.14668717873054135,4.0,15.0,0.0,409.6021236147663,0.5879814705338072,0.4120185294661928,0.5875616752670773,0.41243832473292275,-0.7820432610296297,-0.08752281161749129,-0.3655889814675478,0.4324523876112265,-2799.313453843946
