draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,rho.1,rho.2,mu.1,mu.2,log_prob_data
0,-201.23092317623264,0.9963145616171346,0.12812644995890163,3.0,15.0,0.0,201.5553407984333,0.33915720876977357,0.6608427912302264,-1.2644996349446507,-0.72953422856473,-1377.8830024997387
1,-205.29002269689423,0.8506565567303106,0.24911109134584017,3.0,11.0,0.0,209.0287146664952,0.00553121718883038,0.9944687828111696,-2.2831356085852783,-0.8383707806175067,-1377.0450028477073
2,-203.1276817214613,0.7661110450498696,0.14082479657148364,2.0,3.0,0.0,209.56199622645437,0.06756580277186455,0.9324341972281355,0.3367410882058609,-1.0534490599663295,-1383.0029142627375
3,-201.5896459344162,0.991365189494816,0.12804486241154822,3.0,15.0,0.0,202.7188318879053,0.2915042521202652,0.7084957478797348,-1.3787930377780744,-0.730465470984632,-1379.534010396599
4,-200.72634493613697,0.9653100535369502,0.12812644995890163,3.0,7.0,0.0,201.65630875342552,0.368598925333776,0.631401074666224,-0.7782593910210811,-1.0273088317363612,-1375.0636608890086
5,-205.5789170160168,0.9931379220075983,0.24911109134584017,3.0,11.0,0.0,206.47449897280765,0.002900986974593091,0.9970990130254069,-2.0115206755771466,-0.8615310169226835,-1375.5741285475497
6,-201.51711944768303,0.9796380875852726,0.14082479657148364,4.0,31.0,0.0,204.8728529005852,0.10735914582221644,0.8926408541777836,-0.7130972443604555,-0.9597515970162707,-1374.596804946703
7,-202.79524816853026,0.8928035006165929,0.12804486241154822,4.0,15.0,0.0,203.70953509011582,0.9304101837763936,0.06958981622360638,-1.034726003265669,-0.9007376031322741,-1380.3265396315696
8,-201.03974458964572,0.9919189240950849,0.12812644995890163,4.0,31.0,0.0,201.15044984776398,0.2455423549326467,0.7544576450673532,-1.0984501724752798,-0.9103394428988998,-1375.3291632089492
9,-204.55068993684824,0.9736300523234397,0.24911109134584017,4.0,23.0,0.0,207.84240623671644,0.027385538885214156,0.9726144611147859,-2.792846952902228,-0.8482727740234419,-1380.5856081709373
10,-201.00098932362548,0.9477373329432178,0.14082479657148364,3.0,15.0,0.0,203.07272262462166,0.7572134956344949,0.24278650436550508,-0.8401500945901592,-0.9538209554606538,-1375.3710543483828
11,-201.24103103098346,0.4365108595571657,0.12804486241154822,2.0,7.0,0.0,206.05741085025136,0.8545480786669936,0.14545192133300644,-0.89626973963367,-0.8947168635002519,-1374.3356402856996
12,-200.8298099979227,0.9904934530598352,0.12812644995890163,4.0,15.0,0.0,201.38744944126773,0.2772868771576742,0.7227131228423258,-1.0644756334655185,-0.8559666102787148,-1374.5682893583871
13,-202.84275660764376,0.8990549102024431,0.24911109134584017,4.0,23.0,0.0,205.30912411230338,0.050391387868273595,0.9496086121317264,-1.8527790895146705,-0.8669580278239581,-1376.577923934981
14,-200.80178029534693,0.9868670975235581,0.14082479657148364,3.0,7.0,0.0,201.72417631150836,0.6007515755383047,0.3992484244616953,-0.7958624190203539,-1.1276732217412908,-1375.5820961652626
15,-200.80050853588668,0.9976316798873377,0.12804486241154822,3.0,7.0,0.0,201.34045768525473,0.735816268837782,0.26418373116221805,-0.9627451922553479,-0.8140292657528845,-1374.3941585034686
16,-201.6547362837707,0.9589608287697861,0.12812644995890163,3.0,7.0,0.0,202.01337622479397,0.1770577831335317,0.8229422168664683,-0.4114630855891482,-1.071006675643333,-1378.539572944839
17,-205.46472329574001,0.8773891427718544,0.24911109134584017,4.0,19.0,0.0,205.7073619893496,0.03703356346942733,0.9629664365305727,-2.8711854928658616,-0.7675960165855171,-1388.6449211706663
18,-200.71204046284316,0.980144752654052,0.14082479657148364,3.0,15.0,0.0,201.73003076983142,0.5485506581445162,0.4514493418554838,-0.9291605995279286,-0.9970029575348383,-1375.2242663278164
19,-200.56114181538203,0.8632273995300226,0.12804486241154822,3.0,9.0,0.0,201.73884433367732,0.48641236716085867,0.5135876328391413,-0.9373380339655215,-0.852667390329193,-1374.4595760059256
20,-201.57213930134773,0.9851464164838201,0.12812644995890163,2.0,3.0,0.0,201.88056150742713,0.17542045437538828,0.8245795456246117,-0.5052135165025571,-1.0638845036659648,-1377.8574906542972
21,-204.345521740539,0.9032412788218029,0.24911109134584017,3.0,15.0,0.0,206.1246286406685,0.019104525595489804,0.9808954744045102,-2.5381547221205083,-0.8447733141473357,-1377.9170129667748
22,-201.48264737068868,0.9804433839693688,0.14082479657148364,4.0,19.0,0.0,201.7552775339305,0.16799649058448296,0.832003509415517,-0.41567017924766525,-1.0309041079827737,-1377.133362819801
23,-200.5787951517419,0.9943303621828635,0.12804486241154822,2.0,3.0,0.0,200.61823348463804,0.5039040164720673,0.4960959835279327,-0.9727595066923892,-0.8996774081916792,-1374.4566513209365
24,-202.38036395660455,0.8448532020158811,0.12812644995890163,2.0,7.0,0.0,204.85904463100317,0.044952141699251914,0.9550478583007481,-0.7845648289460885,-0.9600977689418796,-1374.9199357054404
